date,actual_soc_start,actual_soc_end,initial_contract_cost_actual,adjustment_cashflow_actual,emergency_cost_actual,total_cost_actual,audit_ok
2025-09-28,10460.830166666668,4207.918222222222,39420.891026589656,6599.322273639366,5977.73703621667,51997.95033644569,True
2025-09-29,4207.918222222222,3670.405574074076,45049.49184061245,-832.2419162048873,15883.871549013882,60101.121473421445,True
2025-09-30,3670.405574074076,2972.335759259259,44488.32200807316,2353.9940650655844,8386.458541833337,55228.774614972084,True
2025-10-01,2972.335759259259,3035.4352407407423,39344.1194998265,-22.819975649261348,1564.0893531319466,40885.38887730918,True
2025-10-02,3035.4352407407423,2252.7887777777773,42719.70031847174,-2692.944616474053,2992.263350323609,43019.019052321295,True
2025-10-03,2252.7887777777773,3396.5660555555564,12816.300740396196,336.18678171583446,3327.581143409725,16480.068665521758,True
2025-10-04,3396.5660555555564,10800.0,17309.338467496666,-141.15609811444435,4575.588067508334,21743.770436890554,True
2025-10-05,10800.0,6644.044296296297,40599.49821839576,-1429.6275685407456,4659.748257004166,43829.618906859185,True
2025-10-06,6644.044296296297,2804.21638888889,37680.503531345035,2071.326473938742,6744.222682998614,46496.05268828239,True
2025-10-07,2804.21638888889,3589.4611111111108,40048.25655885639,2806.204052910049,2411.4018080319465,45265.86241979838,True
2025-10-08,3589.4611111111108,4833.823074074075,36580.71525044571,910.8303903292907,10464.509048036112,47956.05468881111,True
2025-10-09,4833.823074074075,1232.70525925926,40365.808574127856,-2447.339904840295,11163.087914154159,49081.55658344172,True
2025-10-10,1232.70525925926,4377.21933669509,13152.898112296769,-176.02764890179378,6920.441279818054,19897.311743213028,True
2025-10-11,4377.21933669509,10319.057040123454,14699.068937548724,154.97327298222294,4538.586383736114,19392.62859426706,True
2025-10-12,10319.057040123454,7081.015592592592,36346.8438756381,615.7164592025356,11530.05002030555,48492.610355146186,True
2025-10-13,7081.015592592592,4160.868870370372,38397.317117203056,-249.61247486001537,10102.689268523609,48250.39391086665,True
2025-10-14,4160.868870370372,4256.386092592593,41889.20367511248,759.7600508510218,13683.04386026805,56332.00758623156,True
2025-10-15,4256.386092592593,5057.046555555555,43982.64687559462,-821.959101458303,11214.985597540279,54375.67337167659,True
2025-10-16,5057.046555555555,1333.0256111111098,40471.29113598623,1268.3439002229482,8472.148071631938,50211.78310784111,True
2025-10-17,1333.0256111111098,3605.816407407409,12741.534316963181,1099.6810241761684,4191.25518871389,18032.47052985324,True
2025-10-18,3605.816407407409,10660.466512345676,15630.520391507893,-161.8852148708341,5274.406381373611,20743.04155801067,True
2025-10-19,10660.466512345676,6407.542388888889,41701.62450948654,-713.625881436945,11272.473241762491,52260.471869812085,True
2025-10-20,6407.542388888889,6600.895129629632,46418.02071707386,-1445.49357407239,7837.667902449997,52810.195045451466,True
2025-10-21,6600.895129629632,6530.834037037037,45719.08945227998,268.62130521809286,6292.35205030555,52280.06280780362,True
2025-10-22,6530.834037037037,6544.865,43447.33052857572,2285.8717837202316,8432.531410949994,54165.733723245954,True
2025-10-23,6544.865,1379.3728518518556,47829.39626054154,-2715.235717643673,11333.794117697224,56447.954660595096,True
2025-10-24,1379.3728518518556,2882.7069259259265,13473.002003724525,196.79239375138928,6086.640567983334,19756.434965459248,True
2025-10-25,2882.7069259259265,10269.631648148148,15416.497639193905,79.6278126922226,6393.074410454169,21889.199862340298,True
2025-10-26,10269.631648148148,7291.664555555559,45549.00270125653,-858.9264767782944,11331.875505363902,56021.95172984214,True
2025-10-27,7291.664555555559,7340.123722222223,42675.58807558028,3851.0789543727305,5183.2961443638915,51709.9631743169,True
2025-10-28,7340.123722222223,7864.875129629629,43088.64575989253,3510.4584223682955,6890.200847837499,53489.30503009833,True
2025-10-29,7864.875129629629,8085.254037037039,48682.27464303765,690.8947816819226,5799.19887695833,55172.3683016779,True
2025-10-30,8085.254037037039,1398.2122962962983,39523.61973063293,2226.220552398475,11981.55137127777,53731.39165430917,True
2025-10-31,1398.2122962962983,4875.604055555556,15580.074074542881,-114.47390118416736,5117.279369194443,20582.879542553157,True
2025-11-01,4875.604055555556,10595.33951851852,15279.965831647993,566.3166462726384,4949.803627979167,20796.086105899798,True
2025-11-02,10595.33951851852,7225.674518518521,45392.55702922832,3176.3126352808576,7346.768700568059,55915.63836507724,True
2025-11-03,7225.674518518521,7356.735037037037,50502.9930291306,-1377.100786190684,7947.274885269428,57073.167128209345,True
2025-11-04,7356.735037037037,6475.117037037036,45570.67184513214,2108.4055385729,8287.882890672223,55966.96027437727,True
2025-11-05,6475.117037037036,7962.477499999998,53562.01236578041,-1179.9153243570236,9451.245297297222,61833.342338720606,True
2025-11-06,7962.477499999998,1307.5081481481493,45560.24227067462,2399.5712259977695,9267.611080687497,57227.42457735988,True
2025-11-07,1307.5081481481493,5347.606685185182,14863.533177748826,290.10391875722246,5321.457073129166,20475.094169635217,True
2025-11-08,5347.606685185182,10340.87112962963,15547.372038485842,192.75022854304066,5305.973484265279,21046.09575129416,True
2025-11-09,10340.87112962963,5716.899333333332,48638.548382962355,515.583160581875,7336.896876677775,56491.02842022201,True
2025-11-10,5716.899333333332,7149.752148148149,52684.62629970976,2997.054824435093,7287.502036568056,62969.183160712906,True
2025-11-11,7149.752148148149,7328.2690925925945,53242.27739936708,-1467.2410428582507,8023.93791203194,59798.97426854077,True
2025-11-12,7328.2690925925945,5707.267351851859,49450.8511010109,3448.85657285835,6228.307442620827,59128.015116490074,True
2025-11-13,5707.267351851859,1356.2091666666684,47570.99024916715,2696.958565871125,10637.848558244443,60905.797373282716,True
2025-11-14,1356.2091666666684,5120.465333333335,15529.749255902458,1619.727313557436,4963.499021668053,22112.975591127946,True
2025-11-15,5120.465333333335,10301.09986111111,17058.337476645997,-207.86116667347196,6366.564427661109,23217.040737633633,True
2025-11-16,10301.09986111111,7310.391388888892,49954.49850149457,3794.530523392561,7891.702930149995,61640.731955037125,True
2025-11-17,7310.391388888892,7490.952999999999,49649.43677564978,7636.470157883135,4270.4193653333305,61556.326298866246,True
2025-11-18,7490.952999999999,5880.612222222225,51667.830187075146,2630.3918326222915,9826.99463754028,64125.21665723772,True
2025-11-19,5880.612222222225,7872.038537037038,53043.72500246505,7151.540223249179,6152.703584705553,66347.96881041978,True
2025-11-20,7872.038537037038,1346.3728518518537,47974.183287796164,3555.0651874365576,7246.912191020832,58776.160666253556,True
2025-11-21,1346.3728518518537,6779.040648148145,16381.715779675085,414.7473541808102,4416.509321427775,21212.97245528367,True
2025-11-22,6779.040648148145,10392.305518518522,17026.939734803887,-94.97174486527432,4566.646931762499,21498.61492170111,True
2025-11-23,10392.305518518522,6652.776629629631,50510.81978027888,5119.535542218166,5084.951539211111,60715.30686170816,True
2025-11-24,6652.776629629631,6578.67524074074,50535.930968827764,2558.6882696918556,10242.286867162498,63336.906105682116,True
2025-11-25,6578.67524074074,6519.673611111114,60145.77248466341,-2335.5789157226445,5257.947849763887,63068.14141870465,True
2025-11-26,6519.673611111114,7387.5352037037055,56980.154803133926,2084.668132991863,5021.88172443055,64086.70466055634,True
2025-11-27,7387.5352037037055,1359.3319629629614,52133.36932682475,3376.5126418949576,5055.697201891666,60565.579170611374,True
2025-11-28,1359.3319629629614,5222.769218333334,16028.327738120628,242.08487674005016,6172.585030230554,22442.997645091233,True
2025-11-29,5222.769218333334,10383.19361111111,20384.534537460717,-323.98287557493876,3197.5938324194462,23258.145494305223,True
2025-11-30,10383.19361111111,8638.277685185183,56196.839088832865,4427.058731201027,7226.436969552771,67850.33478958666,True
2025-12-01,8638.277685185183,7297.595222222224,63187.15276731862,-1060.6550748048605,38301.24544286805,100427.74313538181,True
2025-12-02,7297.595222222224,7272.5091296296305,67208.53721877535,-1081.735848565509,35063.75557745278,101190.55694766261,True
2025-12-03,7272.5091296296305,7372.212351851853,58194.6417344592,9071.581483025195,27506.05506494306,94772.27828242746,True
2025-12-04,7372.212351851853,1229.224574074076,61976.75381722734,-1035.1334622351537,36919.40840629722,97861.0287612894,True
2025-12-05,1229.224574074076,6699.801333333333,19173.61918409006,998.0735009591122,20941.903419234717,41113.59610428389,True
2025-12-06,6699.801333333333,10345.542574074076,19924.207651242716,218.1512080342352,23523.896941891664,43666.25580116862,True
2025-12-07,10345.542574074076,9310.733333333337,66805.13102819862,-1276.8027961304747,36208.62754602638,101736.95577809453,True
2025-12-08,9310.733333333337,7909.69977777778,71846.09799334395,861.5597004784745,4866.949191576384,77574.60688539881,True
2025-12-09,7909.69977777778,7323.3821666666645,70930.3567396626,-746.5232876025823,7080.365163649995,77264.19861571002,True
2025-12-10,7323.3821666666645,7957.702592592594,67840.72006624643,4453.917136031395,7653.8563962736,79948.49359855142,True
2025-12-11,7957.702592592594,1463.5805370370376,66891.50361163504,-607.6028907105377,4948.481926337501,71232.382647262,True
2025-12-12,1463.5805370370376,8952.544055555558,23850.42029148257,2522.189848516255,4804.722785070833,31177.33292506966,True
2025-12-13,8952.544055555558,10515.742648148149,22532.413251999507,1038.0599272527895,5709.734538238888,29280.207717491186,True
2025-12-14,10515.742648148149,8845.80412962963,66219.14602182669,6158.571899971766,6827.241234556948,79204.9591563554,True
2025-12-15,8845.80412962963,8621.338944444446,66068.59756927329,7924.041728270414,6029.931917169442,80022.57121471314,True
2025-12-16,8621.338944444446,8708.615518518523,71482.45143721763,-87.79433027345337,6026.902384044442,77421.55949098863,True
2025-12-17,8708.615518518523,7283.159962962964,70527.52841069286,-1107.770292175627,9788.380875036122,79208.13899355335,True
2025-12-18,7283.159962962964,2063.8942222222236,64264.10008492219,3179.373339826989,7740.637885954172,75184.11131070335,True
2025-12-19,2063.8942222222236,8925.680407407406,22581.49817703022,2397.690377763564,6769.816256002778,31749.00481079656,True
2025-12-20,8925.680407407406,10433.956740740741,21682.708123405093,-215.31693301435178,6301.986659801389,27769.377850192133,True
2025-12-21,10433.956740740741,9439.965370370372,69430.11907910423,826.7913618632026,10156.469962123612,80413.38040309104,True
2025-12-22,9439.965370370372,6491.563240740741,67265.10422187709,2326.0780868993816,8721.459636051386,78312.64194482785,True
2025-12-23,6491.563240740741,9388.156759259262,71831.46898556413,-742.3515364462836,6862.765207368026,77951.88265648588,True
2025-12-24,9388.156759259262,9379.630944444445,69325.96925976317,285.9874663573504,7954.69562846527,77566.65235458579,True
2025-12-25,9379.630944444445,1994.3229999999992,62439.68573346793,3853.613292708515,10423.900441363885,76717.19946754034,True
2025-12-26,1994.3229999999992,9873.538629629631,23328.605395220497,1339.7479938666186,6388.515418438888,31056.868807526003,True
2025-12-27,9873.538629629631,10427.123129629632,20433.749780081667,612.3496373646299,6356.751251127772,27402.85066857407,True
2025-12-28,10427.123129629632,9014.755592592594,67218.98862283333,504.81616465977163,7750.447388183335,75474.25217567645,True
2025-12-29,9014.755592592594,7302.5981481481485,66239.11933185089,4359.936627572166,3370.5267242249993,73969.58268364806,True
2025-12-30,7302.5981481481485,8850.267611111112,67713.8199393683,733.3308929405563,10029.197927855552,78476.34876016442,True
2025-12-31,8850.267611111112,8074.349629629631,69250.43941609336,540.220242741509,7871.519239283335,77662.1788981182,True
